2.852910757064819336e+00,5.660391557216644287e+01,2.421197921037673950e+01,1.298163235187530518e+00,1.094689846038818359e+01,6.998777389526367188e-02
2.273692011833190918e+00,5.682047796249389648e+01,2.424246492981910706e+01,4.168820083141326904e+00,4.440074920654296875e+01,2.426426053047180120e-01
1.512434959411621094e+00,5.675468072295188904e+01,2.448098704218864441e+01,1.771401166915893555e+00,1.707216262817382812e+01,4.536702632904052179e-02
1.373628735542297363e+00,5.679559513926506042e+01,2.404525822401046753e+01,7.351201772689819336e-01,4.076187372207641602e+01,1.482994556427001676e-02
2.730334281921386719e+00,5.684896099567413330e+01,2.423530340194702148e+01,4.987958669662475586e+00,3.586572885513305664e+01,2.720737338066101518e-01
2.532351851463317871e+00,5.666492542624473572e+01,2.441026461124420166e+01,4.593062102794647217e+00,3.307577133178710938e+01,4.579195380210876465e-02
1.608515381813049316e+00,5.673465305566787720e+01,2.402376791834831238e+01,4.390106201171875000e+00,4.185072422027587891e+01,3.573500096797943559e-01
1.741352915763854980e+00,5.685499116778373718e+01,2.424153625965118408e+01,4.960398077964782715e+00,3.065572977066040039e+01,1.730277359485626609e-01
1.021491885185241699e+00,5.651584953069686890e+01,2.434822985529899597e+01,4.879860281944274902e+00,4.569958925247192383e+01,4.134643673896790661e-01
2.091896414756774902e+00,5.694659414887428284e+01,2.432407271862030029e+01,9.580352902412414551e-01,3.746518373489379883e+01,1.147694587707519254e-02
2.638568282127380371e+00,5.689996764063835144e+01,2.437886875867843628e+01,4.649021923542022705e+00,4.488722085952758789e+01,3.516398131847381370e-01
2.866791963577270508e+00,5.653989371657371521e+01,2.437475872039794922e+01,4.653841257095336914e+00,2.580991268157958984e+01,3.911624550819398083e-02
1.851442933082580566e+00,5.679319941997528076e+01,2.429946029186248779e+01,4.313330054283142090e+00,4.462214469909667969e+01,2.574974894523621161e-02
2.041350483894348145e+00,5.684207734465599060e+01,2.422549286484718323e+01,1.429411470890045166e+00,1.530235528945922852e+01,1.199720561504364069e-01
1.196283698081970215e+00,5.680819743871688843e+01,2.439254033565521240e+01,4.619911611080169678e+00,4.885000705718994141e+01,3.309361219406128374e-01
2.743008017539978027e+00,5.694833990931510925e+01,2.427793008089065552e+01,4.426167309284210205e+00,3.307487964630126953e+01,8.389026522636414129e-02
2.119144797325134277e+00,5.689708739519119263e+01,2.449151712656021118e+01,4.918693006038665771e+00,4.418936491012573242e+01,1.382781624794006403e-01
1.688276290893554688e+00,5.650586962699890137e+01,2.433137544989585876e+01,4.270336925983428955e+00,3.582601070404052734e+01,3.660956025123596191e-02
1.873077511787414551e+00,5.664556965231895447e+01,2.412295794486999512e+01,1.689255833625793457e+00,1.000109195709228516e+01,9.468018412590029076e-02
1.264922499656677246e+00,5.697679904103279114e+01,2.426016834378242493e+01,4.151807725429534912e+00,3.964067697525024414e+01,6.141946315765381414e-02
2.797821640968322754e+00,5.692123121023178101e+01,2.431318524479866028e+01,1.660282611846923828e+00,1.200784921646118164e+01,4.673543572425842285e-02
2.642633199691772461e+00,5.657647725939750671e+01,2.438985750079154968e+01,4.838124513626098633e+00,4.752207756042480469e+01,1.170706033706665206e-01
1.346728801727294922e+00,5.666402044892311096e+01,2.435740733146667480e+01,1.204266846179962158e+00,1.725403547286987305e+01,1.124049246311187855e-01
2.369698882102966309e+00,5.667403355240821838e+01,2.400419023633003235e+01,4.643710553646087646e+00,3.355715036392211914e+01,1.642627298831939864e-01
2.090413928031921387e+00,5.662227970361709595e+01,2.416480904817581177e+01,7.893797755241394043e-01,4.911614656448364258e+01,7.768249511718750000e-02
