1.913011927169338655e+00,5.665179213188786633e+01,2.413344954669060272e+01,3.602241812293493162e+00,3.956091542698767682e+01
1.874558321212472345e+00,5.664784100647268872e+01,2.415712744189995220e+01,3.572418631987461235e-01,3.022453094541445395e+01
2.067810937682813321e+00,5.665208659460882501e+01,2.411911142850975764e+01,5.828172769658259700e-01,1.079054415675231127e+01
1.842647278415553647e+00,5.666560648557772595e+01,2.417001970547124401e+01,6.390802189500631725e-01,4.501219745881446244e+01
2.639086562605493569e+00,5.669078220158014858e+01,2.414267632057042334e+01,2.616819969516906319e+00,1.079386505055936318e+01
2.192230442279501368e+00,5.669266560119579879e+01,2.414449723371439660e+01,9.216949924173988284e-01,3.208527826058330135e+01
2.127356454672229447e+00,5.668065295365386902e+01,2.413497171582647027e+01,3.274384388358942299e+00,2.003841768949568802e+01
2.619840055540447299e+00,5.668942567146726930e+01,2.412833086582618947e+01,1.688199129870763038e+00,2.557372763808811200e+01
2.194552783892476100e+00,5.667647341300604324e+01,2.412079981657387862e+01,2.739634396911685421e+00,2.668267633375042180e+01
1.905455913684170444e+00,5.669249486721182762e+01,2.413709746715747784e+01,5.347582394395118399e-01,1.324812608105668588e+01
2.726644555068580722e+00,5.664784424400843932e+01,2.410248185701443902e+01,1.033977600337294911e+00,4.158152809079410872e+01
1.801962087771674881e+00,5.662446225128961430e+01,2.413725266946286396e+01,2.128152120852440543e+00,3.525969148071570203e+01
2.269267145163764265e+00,5.669201816126170712e+01,2.413735515524012243e+01,8.558476180182507109e-01,3.299437203797439366e+01
1.770030550298477001e+00,5.663837633060859389e+01,2.412537984207221697e+01,7.723276897520804374e-01,1.520893713996657937e+01
1.783825171795764941e+00,5.664560384038303198e+01,2.413220224392976121e+01,3.212604805877119052e+00,3.271745115074992327e+01
1.701476629830041887e+00,5.662581193862570217e+01,2.414748275068492944e+01,1.367123304849678034e+00,4.673593082043022662e+01
1.809029141477469738e+00,5.663511703607589709e+01,2.415234244361804627e+01,3.059673589887612621e+00,1.964458574008099845e+01
1.713445521279825856e+00,5.667661330164656874e+01,2.414526085545714196e+01,2.072580397558381193e+00,3.896982556490711858e+01
2.331525071141405725e+00,5.665165848273550608e+01,2.410451667309155255e+01,2.153132945447715940e+00,1.698800278015018961e+01
1.892577283445770586e+00,5.668421202401295034e+01,2.411976587399800209e+01,1.266783024942496061e+00,4.351580985055041140e+01
2.713754845569507523e+00,5.666831428875515542e+01,2.410236591770327763e+01,2.632591217181761145e-01,4.623464891263073184e+01
2.208412490601861400e+00,5.666702674209486190e+01,2.413457743137530542e+01,3.467199200548182425e+00,2.802475331080034948e+01
2.500513006901423196e+00,5.667248038940921617e+01,2.411080968874285446e+01,8.613813316881627213e-02,1.871028859139241973e+01
1.766352452554070140e+00,5.664376999641219612e+01,2.413186850068743894e+01,2.127405361270311435e+00,3.597620115326763823e+01
1.679039154307226500e+00,5.665379118506051270e+01,2.414940707914167106e+01,4.248867066808820203e-01,1.999649284153190720e+01
2.147842072432627258e+00,5.663069623480635073e+01,2.411918248291746991e+01,1.420952894687904866e+00,4.913168396918847236e+01
2.355182298921641326e+00,5.665484607390258986e+01,2.413978498668829076e+01,3.486229587987570433e+00,1.115991370210052658e+01
2.152419312261121487e+00,5.668195938458384120e+01,2.411762774541944765e+01,2.279000248873701118e+00,2.501349292979456962e+01
1.798259646328869366e+00,5.662773015352889416e+01,2.414228642610287778e+01,6.092814717246135270e-02,3.540099434724509564e+01
2.665847666657603643e+00,5.667240595870885045e+01,2.410634824915830166e+01,4.832662273750465975e-01,4.821092011368087782e+01
1.931348501839459386e+00,5.665958775870428354e+01,2.413832487747150068e+01,3.469432545906058873e+00,2.745419434353044963e+01
2.193773756910071704e+00,5.665709900995160098e+01,2.414203179416887579e+01,4.232733747225020382e-01,2.949637291032189168e+01
2.646714088403121057e+00,5.668070735869284249e+01,2.411476734218020823e+01,1.148577737256373688e+00,3.684376958423899140e+01
2.081673917203000990e+00,5.668668120614556472e+01,2.415121237594812698e+01,2.398065399609581316e+00,1.118321608133019041e+01
2.674587875908531309e+00,5.665703131080717014e+01,2.411607923980677981e+01,4.603597313145343373e-01,4.115884356929736043e+01
1.286797850477498173e+00,5.666519741846989433e+01,2.415596465681861460e+01,4.727801630228964380e-01,2.627660077984574016e+01
2.516963420182804612e+00,5.668011716743997397e+01,2.412737019887710943e+01,2.006402850671134441e+00,4.208337236758515587e+01
1.835928749797771875e+00,5.663644165331248814e+01,2.416514774638930518e+01,8.186200842300871416e-01,1.697766313398065208e+01
2.043450286800412741e+00,5.665319526406219097e+01,2.412470370680779297e+01,3.995261868654224280e+00,2.615141654998335952e+01
1.936449865679019000e+00,5.663332327497052887e+01,2.412726936170335890e+01,2.071068203341835279e+00,4.568433723464288221e+01
2.043422707275894812e+00,5.664572659115325592e+01,2.413042937655712450e+01,2.354396035804599219e+00,1.985126196488622341e+01
2.630953062733031089e+00,5.666871196305554292e+01,2.410612618133703222e+01,1.419320159818794558e+00,3.051156552879329098e+01
1.923046237410048764e+00,5.663534563978144831e+01,2.411719391171122240e+01,2.521720502426321620e+00,1.922579772269899934e+01
1.654124032553897505e+00,5.664265754282480714e+01,2.414418354812641709e+01,4.970332124227269666e-01,4.368681431873449128e+01
1.906593506829604268e+00,5.663165355566135872e+01,2.411750686316081627e+01,1.973525083964067228e-01,4.798432013461359702e+01
2.411858394651163806e+00,5.667643911012583402e+01,2.411574062265290408e+01,1.878154727470744190e+00,2.141315189437195698e+01
2.221769286991491121e+00,5.667166563460578743e+01,2.414859757689536934e+01,1.329391804494240992e+00,2.148126958102280781e+01
1.758662627010001867e+00,5.666829664702038372e+01,2.416075947280101133e+01,2.200913836192717632e+00,3.112520129659923285e+01
2.159322055341708957e+00,5.664782802353589375e+01,2.414304553664269903e+01,3.701319560405788578e-02,3.550304758746575828e+01
2.030655993798441195e+00,5.663331271134382661e+01,2.414112008624859840e+01,1.202997789688414310e+00,3.358788798863547242e+01
2.303098376269226755e+00,5.664941795498150867e+01,2.411398653227811550e+01,8.312982041515705189e-01,3.796630648798330299e+01
2.181537225290957061e+00,5.663850585910534363e+01,2.412679085906035326e+01,1.065766385746461875e+00,1.557441319486749265e+01
2.070312274369293881e+00,5.668024324657858415e+01,2.412601866583504417e+01,7.264282779573303372e-01,1.261016101442510262e+01
1.934441640148683916e+00,5.666608125947826125e+01,2.413215292203203788e+01,3.399390073067141138e+00,3.959764566075494940e+01
2.011752941578923259e+00,5.669024895915278250e+01,2.414836561183800256e+01,9.203442533712966611e-01,2.966202913645464889e+01
1.512037148099371286e+00,5.667660061133441474e+01,2.415133687194029122e+01,1.356211818694466276e+00,1.245954573359393791e+01
2.243202098838069425e+00,5.667415899807627966e+01,2.411412836446721286e+01,2.617919295344378838e+00,2.794955756360880628e+01
1.912447402036535848e+00,5.667254922753880919e+01,2.412538765622449688e+01,3.585086978667653579e+00,1.978128808848582310e+01
1.633366942405700684e+00,5.663529562950134277e+01,2.415407657623291016e+01,1.305703520774841309e+00,3.987475156784057617e+01
2.227062851601405491e+00,5.664505378967604088e+01,2.412588927355927382e+01,2.447280269230641014e+00,3.097064031186896926e+01
1.841981457978428161e+00,5.667022115213271150e+01,2.416123468753471570e+01,1.529102641258979767e-01,4.324681532762758707e+01
2.040088158333544399e+00,5.667468788074200603e+01,2.414016744025687800e+01,1.718312606659957220e+00,2.951121565213811948e+01
2.323982402803583369e+00,5.667739391095457790e+01,2.413797852941908673e+01,1.907295277919407006e+00,3.844867442121024226e+01
2.643413132920140463e+00,5.666720261155510485e+01,2.411127443415270122e+01,2.086723819596689289e+00,2.411824997563708450e+01
2.127085183241088195e+00,5.664756801935407537e+01,2.414691943355492754e+01,2.733785192263510355e-01,3.358945874518531127e+01
2.193768289139099714e+00,5.668187001303103756e+01,2.412139076479309452e+01,1.901664233353525857e+00,4.233358686532668003e+01
1.489353764982106476e+00,5.667232593596219914e+01,2.415543949800779799e+01,1.020073998153484762e+00,4.565861324575159585e+01
1.895826727858400007e+00,5.668568822082460912e+01,2.415033997432241009e+01,1.467177335808811378e+00,4.295128783803543371e+01
1.969698100440924637e+00,5.665332675952593178e+01,2.414896518176976414e+01,1.548669227499252510e-01,4.416523516832803864e+01
2.677095808677743882e+00,5.667876857154165293e+01,2.412853380926990710e+01,2.910948992356960474e+00,3.084588117849650146e+01
2.060624683079568698e+00,5.664484466700124443e+01,2.411762937344125035e+01,2.138612524553395566e+00,1.061802717914616778e+01
2.505666903757041375e+00,5.668859539657569258e+01,2.412400758299339998e+01,1.759843045349071211e+00,3.313149074466088706e+01
1.951870603492762202e+00,5.665594780810761222e+01,2.413839511333372911e+01,3.208563400872223303e-02,4.249294518145420341e+01
1.742976185248299670e+00,5.665665747336080216e+01,2.415395730845987643e+01,3.026648887491225626e+00,2.935973497719397329e+01
1.804103878261877014e+00,5.664322880526806614e+01,2.412515570411653343e+01,4.937242892702135011e-01,4.104719193554875289e+01
1.746709692718450446e+00,5.665897859426173255e+01,2.415034307863610508e+01,9.003571079634830124e-03,1.881614111113364629e+01
1.810576583655340244e+00,5.665529900007513220e+01,2.412506790173115689e+01,2.576281289204860769e+00,2.722323829639000792e+01
1.919233251423577036e+00,5.668053477951696095e+01,2.411746158318423383e+01,2.086391921694551677e+00,3.777867192432452725e+01
2.130082118973129823e+00,5.666186734091313326e+01,2.415416309308270115e+01,8.951951358726055741e-01,4.683893375180574736e+01
2.151324745167366714e+00,5.667159647448277582e+01,2.414718414351363762e+01,1.202443496602856182e-01,3.480629826880172573e+01
2.030539832656554911e+00,5.667684525603279155e+01,2.412991895991751079e+01,3.267531116319733364e+00,2.276811150218422597e+01
2.605216909689428206e+00,5.666743914519109637e+01,2.411606172110780832e+01,2.194206674404487245e+00,4.132390381231800802e+01
2.314435463066002452e+00,5.668956005887376648e+01,2.412697805696859987e+01,3.761587043579046608e-01,2.042051481262078028e+01
1.892214798386784969e+00,5.668482054931131131e+01,2.414826606359909533e+01,1.926100440617089848e+00,2.699178371772293517e+01
1.626603411131735344e+00,5.662930921683308583e+01,2.416091817773791917e+01,7.908932579001399787e-01,2.198600644478391430e+01
1.648986322204319510e+00,5.665431214206297739e+01,2.417011485106978341e+01,5.432395356494031935e-01,4.904116121913423143e+01
1.856604439414721197e+00,5.662777539961207651e+01,2.412858290218091994e+01,1.544703182758708548e+00,3.347591810757413811e+01
1.980239933297777366e+00,5.664214133864953737e+01,2.411027032092676592e+01,1.017112820230628545e+00,2.341184715876314471e+01
1.789422373298966029e+00,5.664591526866144733e+01,2.415682498796363831e+01,5.317917775221048943e-02,3.413603756095126585e+01
2.761911089508684469e+00,5.667354182865454959e+01,2.413861207201405179e+01,1.702851472643517550e+00,1.085486870259443748e+01
1.965353965673430681e+00,5.665192098199575099e+01,2.414938153485566374e+01,1.851284806770828739e+00,4.444681292282332663e+01
2.117495153691165921e+00,5.666600827408212382e+01,2.411518069950195908e+01,2.140297677401384047e-01,3.502516106756211656e+01
2.025166083707234055e+00,5.664788655914968984e+01,2.412227619293945224e+01,3.519655630297678250e+00,1.257116611965052044e+01
1.906980023840806560e+00,5.666529290395581597e+01,2.412759565655260019e+01,4.452869646536681714e+00,1.369006918369186110e+01
2.166223131695971471e+00,5.664269226510234745e+01,2.412608970347955406e+01,2.748409519188028227e+00,1.258678558050822716e+01
2.272805614737710478e+00,5.664492706950442624e+01,2.410364598644662948e+01,1.074125472432671868e+00,3.390740049660458055e+01
1.783907443590185382e+00,5.665036537774979308e+01,2.415749713784930108e+01,2.901913648537834511e+00,2.154400899150578397e+01
2.747534764638653648e+00,5.668258534024564455e+01,2.410826839446897907e+01,7.257725529322216484e-01,2.598106494582778936e+01
2.663258888269452562e+00,5.667788181552228366e+01,2.414347451778662901e+01,2.047085698561927458e+00,2.440125900321890384e+01
2.577808057574281442e+00,5.667439728267326160e+01,2.411909424499201648e+01,2.463856863496466154e+00,3.429971193755792314e+01
2.010061949624424749e+00,5.664255793526118765e+01,2.410804673071324444e+01,1.191323113771902031e+00,2.186826636224252240e+01
1.899064846863205869e+00,5.664907055751404386e+01,2.413722454422095609e+01,4.076114024832360627e+00,2.070731157817064627e+01
2.632330160311367351e+00,5.666989792278563698e+01,2.411219880446895303e+01,4.720821230035000537e-01,1.061287370436929933e+01
