2.663411378860473633e+00,5.660254448652267456e+01,2.440075433254241943e+01,4.654512107372283936e+00,3.417077302932739258e+01,3.333780288696289729e-01
1.710122585296630859e+00,5.696968385577201843e+01,2.438732931017875671e+01,4.252565205097198486e+00,4.945767879486083984e+01,3.262819826602936235e-01
1.395597577095031738e+00,5.677034431695938110e+01,2.442074260115623474e+01,4.349167346954345703e+00,4.731122732162475586e+01,3.885049760341644509e-01
1.605878114700317383e+00,5.682264408469200134e+01,2.422383043169975281e+01,4.000515937805175781e+00,4.305922508239746094e+01,2.485047161579132247e-01
2.191982150077819824e+00,5.652013993263244629e+01,2.407894438505172729e+01,4.241884350776672363e+00,1.187894344329833984e+01,2.387638390064239780e-01
2.696674346923828125e+00,5.650031718611717224e+01,2.435964968800544739e+01,1.552509963512420654e+00,2.653244256973266602e+01,9.352958202362060547e-02
2.323912024497985840e+00,5.694639322161674500e+01,2.415638616681098938e+01,4.310645461082458496e+00,4.846566915512084961e+01,3.318109571933746116e-01
2.138574957847595215e+00,5.678870585560798645e+01,2.440515163540840149e+01,4.334979653358459473e+00,4.775756359100341797e+01,4.215116322040558527e-01
1.967391610145568848e+00,5.690897887945175171e+01,2.437422856688499451e+01,4.429388046264648438e+00,2.842787027359008789e+01,9.819919466972351629e-02
2.648089528083801270e+00,5.656831550598144531e+01,2.409771886467933655e+01,4.982410669326782227e+00,2.924522399902343750e+01,2.591496706008911133e-01
2.623170495033264160e+00,5.694428223371505737e+01,2.436007454991340637e+01,4.227597117424011230e+00,4.186443567276000977e+01,1.603821277618408259e-01
1.702323079109191895e+00,5.659072753787040710e+01,2.439645537734031677e+01,4.063508510589599609e+00,4.683606386184692383e+01,2.636780560016632746e-01
1.695306181907653809e+00,5.697431525588035583e+01,2.422329056262969971e+01,4.669939577579498291e+00,3.683549165725708008e+01,3.585930585861206721e-01
2.297684431076049805e+00,5.682412493228912354e+01,2.401888152956962585e+01,4.877919852733612061e+00,3.199045181274414062e+01,3.340151250362396462e-01
2.888909220695495605e+00,5.683193394541740417e+01,2.414674347639083862e+01,4.332795143127441406e+00,4.518643379211425781e+01,3.151249647140502708e-01
1.140192985534667969e+00,5.692151084542274475e+01,2.441752311587333679e+01,4.021270871162414551e+00,4.560826301574707031e+01,1.598340690135956199e-01
1.185499310493469238e+00,5.681101021170616150e+01,2.413130816817283630e+01,3.396298587322235107e+00,1.220518589019775391e+01,3.093954920768737793e-01
1.238373398780822754e+00,5.663699808716773987e+01,2.424197497963905334e+01,4.448395669460296631e+00,3.357568979263305664e+01,1.083039581775665505e-01
2.011948585510253906e+00,5.656274041533470154e+01,2.431866222620010376e+01,3.857794106006622314e+00,4.525545120239257812e+01,7.541433572769165594e-02
2.194707393646240234e+00,5.663133776187896729e+01,2.430165591835975647e+01,8.515316247940063477e-01,3.711579322814941406e+01,5.963530540466308039e-02
2.272363662719726562e+00,5.671257928013801575e+01,2.414059033989906311e+01,3.993735909461975098e+00,3.579910755157470703e+01,1.172023892402649092e-01
2.345336794853210449e+00,5.654398852586746216e+01,2.431919103860855103e+01,4.339568018913269043e+00,3.911653995513916016e+01,3.579667806625366211e-01
