"V1","V2","V3"
0.502412142707487,0.766607840817691,0.399868049807571
0.450466833869915,0.804900786539615,0.386282740244919
0.508005282916117,0.780827943323567,0.363645920442407
0.541281792722769,0.730824121643749,0.415824631413855
0.541117635324309,0.739953309447249,0.399575780771424
0.450234832417545,0.807959889051458,0.380117630953762
0.495025430131508,0.773405845524587,0.395971238389247
0.516017842909489,0.761176784431832,0.39285555696853
0.534231628405069,0.749109515969437,0.391703331994642
0.509730217952107,0.744992697773766,0.430303364116834
0.541551756863303,0.765418787445588,0.34764317117354
0.489025072279613,0.760972083910304,0.426351927626848
0.511599487138967,0.766780709263663,0.387702603370495
0.507382002011967,0.730188190253748,0.457590112271108
0.510136465197361,0.767041219299406,0.389112521992831
0.529124255246274,0.754389229565729,0.388489913415139
0.443802403077292,0.827540391469558,0.343826013427187
0.511968031425607,0.756998336492737,0.40600770109127
0.536983718496949,0.758462605381151,0.36930063946279
0.511752063516646,0.764747453413744,0.391498605340617
0.538022294440613,0.741454497867101,0.400970370822463
0.482354248013984,0.756423008572411,0.441767598998757
0.471430656327735,0.782632537008893,0.406496553846923
0.51350876520076,0.767366311145533,0.384002203875041
0.534470242893666,0.755803886788192,0.37828830827432
0.505599580541077,0.769049292510999,0.3910655313947
0.49994417005942,0.758602951152445,0.417824591576894
0.519563776252756,0.751000620720738,0.407494233189922
0.515842029317531,0.763386773512552,0.388777101712109
0.515583268486804,0.75119824399775,0.412159060886887
0.504731739488662,0.748491396682095,0.43012381966782
0.460175135158534,0.778564428842986,0.426703966611771
0.465707711975382,0.760279704025181,0.45286984736681
0.468508388368357,0.810421435129912,0.351734256947571
0.470801780542456,0.780151266112637,0.411958353988486
0.528379610057308,0.740320652248291,0.415620403168989
0.521713711327756,0.748655895622095,0.409058862956051
0.470162613702556,0.787198984070915,0.399080037278365
0.537551049848475,0.721167575888528,0.436985350205093
0.537752461012646,0.717405545337561,0.442890024942716
0.466630415841572,0.77935918969363,0.418157038027115
0.47756979416717,0.78711105563384,0.39036300772244
0.490350598636675,0.775357514774203,0.397966097425179
0.513119395068403,0.740058921532341,0.434765774946723
0.462415734940891,0.810259501271203,0.360071143913002
0.56162540468244,0.74019043504683,0.369722902564163
0.455593735280214,0.769907122052775,0.446852740604593
0.47513145961248,0.789732349530698,0.38803725618971
0.518433196165819,0.759239174530237,0.393424575963345
0.436449207911914,0.778756379771351,0.450611351253474
0.51013759441897,0.770891997736942,0.381425172983606
0.504430180893896,0.750419536441629,0.427107377517741
0.483263977363881,0.767652201025743,0.420910948352232
0.505632026279209,0.739219518785224,0.444849139650425
0.512747041031517,0.75979813468467,0.399746502727816
0.490771518974696,0.77673267301986,0.394752670449097
0.508258693027019,0.765812242436852,0.3939602902531
0.495807255625109,0.740800037742084,0.45320025303482
0.510933363732062,0.739854257259672,0.437678850117503
0.541841478291852,0.743561069581747,0.391822342656654
0.443368944759467,0.784281733499884,0.433965599237191
0.523605338500934,0.752651305370922,0.399191009438802
0.468884328673383,0.772224154488612,0.428739246569357
0.412840906638782,0.811006681100089,0.414524485424791
0.523382104085788,0.720125469903494,0.455511230069035
0.516003046507235,0.779554192207241,0.355015657974924
0.512803667761746,0.744035511574354,0.428303112113829
0.469954837238897,0.785665678181171,0.402333062379768
0.479915940438735,0.7778762874243,0.405695910228083
0.529350043901124,0.745199194321489,0.405544931918132
0.5094250362438,0.787436284483935,0.347030589899707
