"V1","V2","V3"
0.486227605192644,0.753868185396021,0.441888532320468
0.481018636610207,0.742487280574578,0.466190636348077
0.502186874510962,0.762825082343707,0.407315893154475
0.508633381055787,0.790780234285989,0.340527098390651
0.474100352723245,0.796208097906253,0.375874341204879
0.479212762909377,0.788238995184556,0.386049756294707
0.514927658973337,0.767848554897896,0.381127410147121
0.48858789687159,0.764164296390201,0.421111380935099
0.548032548814436,0.722954356695743,0.420710498531468
0.514046434207588,0.752353181798432,0.411972029774159
0.489381654740406,0.777308866531216,0.395343549353595
0.522066572697364,0.746340587231113,0.412822263841893
0.54260783265178,0.742306085361162,0.393139180927983
0.480483867547543,0.762311225736329,0.43360909601037
0.504892781187461,0.744866336717596,0.436185075317461
0.499971331789218,0.755516969948538,0.423347109956706
0.510205098468155,0.76709282743441,0.388920752333664
0.56113925210808,0.716333700987764,0.414715286157572
0.499626573880771,0.770729723568203,0.395409888445705
0.501219368378698,0.764155786757264,0.406011180052282
0.486454574105798,0.775551783406938,0.402344850328502
0.496913196854332,0.75837892496068,0.421827785912085
0.490398605683481,0.77583190302551,0.396981190727613
0.481086259152574,0.746336399869444,0.459932592326854
0.497560392361762,0.775989773268998,0.387651296573015
0.507961836343095,0.74658480851361,0.429634608144697
0.529319819210496,0.735641465308306,0.422672643436994
0.565366133280923,0.731801222438136,0.380562880713591
0.532883683740825,0.752022135714808,0.387940313705276
0.488852965438664,0.764928360904545,0.419413138642211
0.530150962001098,0.767383058782487,0.360642757563416
0.590897432404934,0.705437056065535,0.39140616283708
0.465088608067396,0.805115967567768,0.368077254680793
0.491344209739061,0.766583298220055,0.413437920909488
0.532067949335413,0.73014801640861,0.428704526946684
0.534614002755891,0.743441952081129,0.401848145377236
0.545014327011393,0.740895826586231,0.392470072106682
0.48325823509712,0.783363694080199,0.390899988498134
0.478574335156048,0.791481374759639,0.38016291131374
0.52126403631888,0.761358018791242,0.38550975560007
0.527289184781654,0.754948187739351,0.389896588137634
0.501307149782853,0.745609556841063,0.439041604319984
0.500607396070637,0.75389705101766,0.425477932995652
0.548303517623376,0.746240984756369,0.377475357118418
0.522556312975609,0.763955897459886,0.378558167928785
0.505690328795399,0.751873111948314,0.423041504928251
0.509132755067205,0.753621761285961,0.415737992771797
0.502758816734627,0.753350664357363,0.423906061183273
0.526915635261337,0.736512401627285,0.424157276922547
0.536635869289967,0.750165515532317,0.386359473932677
0.467388867619061,0.74896475943562,0.469680141744694
0.511477614687037,0.775558674411021,0.3699991786746
0.559656728111051,0.740645239079745,0.371791576704664
0.474815105787884,0.788387119092272,0.391147498732931
0.49313847475336,0.75899566420622,0.425135303678827
0.486250181773931,0.763582507370635,0.424855875753641
0.507779627456918,0.74607092860952,0.43074124416341
0.528032487460103,0.733812805344282,0.427434742270035
0.424299374708585,0.793950879096473,0.435444648840518
0.538425226121566,0.74451446535315,0.3947106367402
0.492218643389257,0.7475939217607,0.445897000714846
0.43554776414975,0.786861550609445,0.437203665717309
0.485658643294866,0.787589637075274,0.379260129415983
0.505839573133801,0.765664649141157,0.397346160554451
0.499055956319628,0.782945324671778,0.371402438113303
0.541560561506098,0.707668264081756,0.45378165039225
0.48452946052811,0.765257185266871,0.423807317395258
0.544417310544964,0.734802966131545,0.404566920228621
0.479994283128456,0.785007539811194,0.391623097637991
0.505403259525471,0.750696478468037,0.425467204936781
0.44330871217727,0.807214089524423,0.389721438185005
0.49807840722939,0.74444645155666,0.444654226356314
0.48807774729437,0.753401996161886,0.440642195863422
0.525109899113109,0.765788400456148,0.371251558353948
0.441991007092022,0.796515554624141,0.412561414690682
0.462770128066056,0.787733993793329,0.406594347712973
0.559087872004182,0.710861984155468,0.426727068347424
0.455189154453943,0.792724523062529,0.405451185967917
0.507944710039846,0.744724021548065,0.43287215580563
0.534790962521082,0.739319316253499,0.40915226385813
