2.192502688683194201e+00,5.671318946585293475e+01,2.411534669792730412e+01,6.092916076190400645e+02,1.503973327328569365e+00,5.787055691892550868e+01
1.863460011196346189e+00,5.667015413844745098e+01,2.411347866133698403e+01,1.865616051598244383e+02,1.217340952898947393e+00,4.275368096627906311e+01
1.757341807364665609e+00,5.667043189409896797e+01,2.414057162855927530e+01,3.296236473453501503e+02,1.106671321167435718e+00,8.554170647890273926e+01
2.016185111681362052e+00,5.671648565037096290e+01,2.415406130942922402e+01,8.666383297471053311e+02,1.517450629492940628e+00,6.419989731661125631e+01
2.150030910167891829e+00,5.673022227835754450e+01,2.412467457699123230e+01,1.570246928659078378e+02,1.346551970333482950e+00,2.415363268958492071e+01
2.236875453590024598e+00,5.671333970828522553e+01,2.413365683206569656e+01,6.510641352450265913e+02,1.200085515629172317e+00,9.264964270520405876e+01
2.592892041555246330e+00,5.671419946889131580e+01,2.411827907059863918e+01,8.363591075898415284e+02,1.373988584896289833e+00,6.867143158130704705e+01
1.958702298343888870e+00,5.666401938414986006e+01,2.411195720759272731e+01,2.272222065976565659e+02,1.031121921740476344e+00,6.758446710945477776e+01
2.351987130293121009e+00,5.673209624416207220e+01,2.411664387220103123e+01,9.998547374276133723e+02,1.463623832081888843e+00,6.904723946120959965e+01
2.022078802461522162e+00,5.672160105442321765e+01,2.412188765082925812e+01,8.899627625160038633e+02,1.904096778228449249e+00,2.846777739900369042e+01
1.863022975434947659e+00,5.673189392875737269e+01,2.414752919539795784e+01,1.298763538442424874e+02,1.032227694761758130e+00,4.468220081277999611e+01
1.774141079283300559e+00,5.668488012173743584e+01,2.415673398931026838e+01,9.625837115393221666e+02,1.483689873570565476e+00,4.946111447796152305e+01
2.214506053136108932e+00,5.670136324269789441e+01,2.410298632552473919e+01,4.238925581155878035e+02,1.148977456841119738e+00,9.592881509291973430e+01
2.324534609111437167e+00,5.669347759224602612e+01,2.410136505493432679e+01,2.791350274961467903e+02,1.056114317448411555e+00,6.488407945305488056e+01
1.860595708647795110e+00,5.672754026616812695e+01,2.413859482194072825e+01,2.891538555864743216e+02,1.106765034126628189e+00,7.863795713365564666e+01
1.894649338242664127e+00,5.667548814835949145e+01,2.413473244149114905e+01,9.791905320328095286e+02,1.782633068519656083e+00,2.626687787792325679e+01
2.223852185462722009e+00,5.671464146068601053e+01,2.411265788637233953e+01,3.840448193730092612e+02,1.071769659525586782e+00,9.829367483454711873e+01
2.297863850023718513e+00,5.673109647110008780e+01,2.413412534319785152e+01,8.294280156975308955e+02,1.534345271362899110e+00,5.355504093954297673e+01
2.100311720022907558e+00,5.669737822343257960e+01,2.412969373967166931e+01,3.481146455780856854e+02,1.025677495265449490e+00,7.537946835338553342e+01
1.895951146390073117e+00,5.670600183627002622e+01,2.416005791786824375e+01,2.818992479477514053e+02,1.064279788819417760e+00,7.739772841147333793e+01
1.907794621012739000e+00,5.669072706784590565e+01,2.415162092040164765e+01,7.099464640950662897e+02,1.838079433008197983e+00,2.500672072243562383e+01
1.959064866628426937e+00,5.667348177979270929e+01,2.415208382757798589e+01,7.932687057414630090e+02,1.548243229320146463e+00,5.182025563981152061e+01
1.777438202683823576e+00,5.672182874114228923e+01,2.414345805486874852e+01,9.938865771579135071e+02,1.491189321644193599e+00,6.657210846595801002e+01
1.968134122362613869e+00,5.667744574880913433e+01,2.414849616981624791e+01,6.861707183785897541e+02,1.410303597111209895e+00,6.684051696341371951e+01
2.122150221724613317e+00,5.672805602706363715e+01,2.414123854649115586e+01,8.226979036103982708e+02,1.950809936513288045e+00,2.420706225229061204e+01
1.711866119910365081e+00,5.669507296836955845e+01,2.415860684414974102e+01,1.935681439062267941e+02,1.438053350621828930e+00,2.463337433389194331e+01
1.893822671344561837e+00,5.671019857178562518e+01,2.411831686077421821e+01,4.098194172128476112e+02,1.078516695753522381e+00,7.990360356139225928e+01
1.990230589447894660e+00,5.668692827692708391e+01,2.411054134509603841e+01,5.194758450876058760e+02,1.466191053945667955e+00,4.911826166865042609e+01
1.713423640623345623e+00,5.669270443652607838e+01,2.415221684646248335e+01,2.385696759156460303e+02,1.845907508900940242e+00,1.928471070028096079e+01
1.722112378951474287e+00,5.669255796015376347e+01,2.416236071415404041e+01,4.751151180677074990e+02,1.322893636188384958e+00,7.068919576996773912e+01
2.080012847659607367e+00,5.672322516205292686e+01,2.414621751373800151e+01,4.574685074553992763e+02,1.193665313438951658e+00,7.250460553568504452e+01
