    0.204669833183288574E-01   -0.657708048820495605E-01    0.844946324825286865E+01    0.252970696696346486E+01    0.749284029006958008E+00   -0.100000000000000008E+51   -0.599146350544150419E+01    1
   -0.301690101623535156E+00    0.499896049499511719E+00    0.187646389007568359E+01    0.313723919663940798E+01    0.592580437660217285E+00   -0.100000000000000008E+51   -0.599396350544151169E+01    1
   -0.171035528182983398E-01    0.357290089130401611E+00    0.896194994449615479E+01    0.135341709278583178E+01    0.405019521713256836E-01   -0.100000000000000008E+51   -0.599646350544151474E+01    1
    0.330247044563293457E+00   -0.363343894481658936E+00    0.273826181888580322E+01    0.112516685601300948E+01    0.576022863388061523E+00   -0.100000000000000008E+51   -0.599896350544151957E+01    1
    0.252009391784667969E+00    0.249627411365509033E+00    0.814775824546813965E+00    0.290820942348719536E+01    0.497236251831054688E+00   -0.100000000000000008E+51   -0.600146350544151552E+01    1
    0.937397480010986328E-01    0.374085903167724609E-01    0.376589775085449219E+01    0.152660842978019118E+01    0.435305237770080566E+00   -0.100000000000000008E+51   -0.600396350544151858E+01    1
    0.809192061424255371E-01    0.348895788192749023E+00    0.359160006046295166E+01    0.151749386497912520E+01    0.532923936843872070E+00   -0.100000000000000008E+51   -0.600646350544151630E+01    1
   -0.326721847057342529E+00   -0.917017459869384766E-02    0.667346954345703125E+01    0.140415905004916808E+01    0.966923832893371582E+00   -0.100000000000000008E+51   -0.600896350544152469E+01    1
   -0.112371444702148438E+00    0.231708526611328125E+00    0.268679857254028320E+00    0.143599963759458737E+01    0.120193421840667725E+01   -0.100000000000000008E+51   -0.601146350544151886E+01    1
    0.431764423847198486E+00    0.170124471187591553E+00    0.621905505657196045E+01    0.276248780251105464E+01    0.175349473953247070E+01   -0.100000000000000008E+51   -0.601396350544150859E+01    1
    0.464678108692169189E+00   -0.385301709175109863E+00    0.332627117633819580E+01    0.240741731448000840E+01    0.386961102485656738E+00   -0.100000000000000008E+51   -0.601646350544151520E+01    1
   -0.346129894256591797E+00    0.246122181415557861E+00    0.878286063671112061E+01    0.264495495104745393E+01    0.123132884502410889E+01   -0.100000000000000008E+51   -0.601896350544151559E+01    1
    0.914508104324340820E-01   -0.103953480720520020E-01    0.306097805500030518E+01    0.125670851737691547E+01    0.559891462326049805E+00   -0.100000000000000008E+51   -0.602146350544152753E+01    1
    0.312979042530059814E+00    0.371525287628173828E-01    0.389160156250000000E+01    0.237476179964102529E+01    0.633418560028076172E-01   -0.100000000000000008E+51   -0.602396350544153325E+01    1
    0.273581624031066895E+00    0.446605980396270752E+00    0.325493156909942627E+01    0.277209503130783919E+01    0.196451604366302490E+01   -0.100000000000000008E+51   -0.602646350544152298E+01    1
   -0.233430624008178711E+00    0.137270390987396240E+00    0.472127676010131836E+01    0.310243344969748414E+01    0.945568680763244629E+00   -0.100000000000000008E+51   -0.602896350544150561E+01    1
    0.236033976078033447E+00    0.242478489875793457E+00    0.664331078529357910E+01    0.143056516610703643E+01    0.693245530128479004E+00   -0.100000000000000008E+51   -0.603146350544150955E+01    1
    0.364871084690093994E+00   -0.422524273395538330E+00    0.945374011993408203E+01    0.263061226813142612E+01    0.249280512332916260E+01   -0.100000000000000008E+51   -0.603396350544152682E+01    1
   -0.319708645343780518E+00   -0.470928251743316650E+00    0.960797965526580811E+01    0.266255977743342287E+01    0.687386989593505859E+00   -0.100000000000000008E+51   -0.603646350544153165E+01    1
    0.721784234046936035E-01   -0.386967301368713379E+00    0.844484508037567139E+01    0.125423265141287432E+01    0.894224643707275391E-01   -0.100000000000000008E+51   -0.603896350544152227E+01    1
    0.274862468242645264E+00   -0.656391978263854980E-01    0.441193103790283203E+01    0.271570363552271221E+01    0.201256215572357178E+01   -0.100000000000000008E+51   -0.604146350544151556E+01    1
    0.247939467430114746E+00   -0.497850239276885986E+00    0.625001847743988037E+01    0.311408960644605637E+01    0.261281609535217285E+01   -0.100000000000000008E+51   -0.604396350544152039E+01    1
    0.405162632465362549E+00    0.145385801792144775E+00    0.567054688930511475E+01    0.756826834955507510E+00    0.447516441345214844E+00   -0.100000000000000008E+51   -0.604646350544152966E+01    1
    0.306660532951354980E+00   -0.101411461830139160E+00    0.312543809413909912E+01    0.170067555146021254E+01    0.314354896545410156E-02   -0.100000000000000008E+51   -0.604896350544152206E+01    1
    0.310015678405761719E-01   -0.425430774688720703E+00    0.580786406993865967E+01    0.207629318034500665E+01    0.968741178512573242E+00   -0.100000000000000008E+51   -0.605146350544152156E+01    1
    0.233318328857421875E+00    0.212426066398620605E+00    0.707991957664489746E+01    0.223566314820672130E+01    0.962841510772705078E-01   -0.100000000000000008E+51   -0.605396350544152995E+01    1
    0.114353656768798828E+00    0.218596518039703369E+00    0.310253858566284180E+01    0.311505602183256469E+01    0.245295763015747070E+00   -0.100000000000000008E+51   -0.605646350544151790E+01    1
    0.310398221015930176E+00   -0.274795413017272949E+00    0.591915071010589600E+01    0.274244961670875576E+01    0.167830824851989746E+01   -0.100000000000000008E+51   -0.605896350544151829E+01    1
    0.639646649360656738E-01    0.641722083091735840E-01    0.933481752872467041E+01    0.262608129484963060E+01    0.198245465755462646E+01   -0.100000000000000008E+51   -0.606146350544153112E+01    1
   -0.350057303905487061E+00    0.243805527687072754E+00    0.993782162666320801E+01    0.106465812995883580E+01    0.755506753921508789E+00   -0.100000000000000008E+51   -0.606396350544153950E+01    1
   -0.137374639511108398E+00    0.113512873649597168E+00    0.694990158081054688E+01    0.224322650489660003E+01    0.312623381614685059E+00   -0.100000000000000008E+51   -0.606646350544153368E+01    1
    0.167470991611480713E+00   -0.319941878318786621E+00    0.290129899978637695E+01    0.246906491640721937E+01    0.137031197547912598E+01   -0.100000000000000008E+51   -0.606896350544153407E+01    1
   -0.253445863723754883E+00   -0.330765426158905029E+00    0.410608291625976562E+01    0.312967733797764236E+01    0.462854504585266113E+00   -0.100000000000000008E+51   -0.607146350544153712E+01    1
    0.307246327400207520E+00    0.976669192314147949E-01    0.863738179206848145E+01    0.270596570377305357E+01    0.244810640811920166E+01   -0.100000000000000008E+51   -0.607396350544151886E+01    1
   -0.372819542884826660E+00   -0.286034524440765381E+00    0.192599892616271973E+00    0.150923467423067881E+01    0.831651687622070312E+00   -0.100000000000000008E+51   -0.607646350544150149E+01    1
   -0.400807678699493408E+00    0.279682695865631104E+00    0.218905806541442871E+01    0.224746704797795482E+01    0.181138515472412109E-01   -0.100000000000000008E+51   -0.607896350544150277E+01    1
   -0.881366133689880371E-01   -0.499756455421447754E+00    0.536374211311340332E+01    0.297023078342864189E+01    0.143502235412597656E+01   -0.100000000000000008E+51   -0.608146350544151737E+01    1
   -0.362907409667968750E+00   -0.142600536346435547E+00    0.599901735782623291E+01    0.232122751797474081E+01    0.186255693435668945E+01   -0.100000000000000008E+51   -0.608396350544153197E+01    1
    0.136391639709472656E+00    0.303073108196258545E+00    0.650040268898010254E+01    0.300914356169633468E+01    0.734341144561767578E+00   -0.100000000000000008E+51   -0.608646350544153236E+01    1
    0.176981747150421143E+00    0.840536952018737793E-01    0.259430944919586182E+01    0.145723512236633668E+01    0.988491773605346680E+00   -0.100000000000000008E+51   -0.608896350544152032E+01    1
    0.316955149173736572E+00   -0.495253384113311768E+00    0.759697794914245605E+01    0.307225061751280082E+01    0.706988573074340820E-01   -0.100000000000000008E+51   -0.609146350544151804E+01    1
   -0.378722310066223145E+00    0.927327275276184082E-01    0.325607359409332275E+01    0.285076753548770823E+01    0.118235886096954346E+01   -0.100000000000000008E+51   -0.609396350544151844E+01    1
   -0.339608967304229736E+00   -0.136418402194976807E+00    0.215273082256317139E+01    0.239825949411717465E+01    0.130689620971679688E+01   -0.100000000000000008E+51   -0.609646350544151083E+01    1
   -0.400797009468078613E+00   -0.322156608104705811E+00    0.534721195697784424E+01    0.231968248922952025E+01    0.106655001640319824E+01   -0.100000000000000008E+51   -0.609896350544150234E+01    1
    0.161134243011474609E+00   -0.470695376396179199E+00    0.339976429939270020E+01    0.953190794325458834E+00    0.886315703392028809E+00   -0.100000000000000008E+51   -0.610146350544149918E+01    1
   -0.429961979389190674E+00    0.805408358573913574E-01    0.772659778594970703E+00    0.192791593003124428E+01    0.117362797260284424E+01   -0.100000000000000008E+51   -0.610396350544150579E+01    1
    0.399093329906463623E+00   -0.487275958061218262E+00    0.318312585353851318E+01    0.298883217301689674E+01    0.146234512329101562E+01   -0.100000000000000008E+51   -0.610646350544152394E+01    1
   -0.169947981834411621E+00   -0.421516895294189453E-01    0.846965849399566650E+01    0.851884583383710980E+00    0.588876008987426758E-01   -0.100000000000000008E+51   -0.610896350544153233E+01    1
    0.194345057010650635E+00   -0.312706828117370605E+00    0.575431108474731445E+01    0.244405103022702797E+01    0.241279900074005127E+01   -0.100000000000000008E+51   -0.611146350544151318E+01    1
